scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	day0	day1	day2	day3	day4	day5	day6	day7	day8	day9
1	Admin-0 country	4	Paraguay	PRY	0	2	Sovereign country	Paraguay	PRY	0	Paraguay	PRY	0	Paraguay	PRY	0	Paraguay	Paraguay	PRY	Paraguay		Para.	PY	Republic of Paraguay				Paraguay		6	3	6	2	6995655	28890.0	-99	2002	-99	5. Emerging region: G20	4. Lower middle income	-99		PY	PRY	600	600	PY	PRY	-99	PRY	PRY	-99	-99	South America	Americas	South America	Latin America & Caribbean	8	8	5	-99	1	#41300e	#ccee2f	#541d7	#bd8883	#bff93c	#5e999	#ca2a19	#c4eda2	#70d374	#90a883
1	Admin-0 country	5	Israel	ISR	1	2	Disputed	Palestine	PSX	0	Palestine	PSX	0	Palestine	PSX	0	Palestine	Palestine	PSX	Palestine		Pal.	PAL	West Bank and Gaza		Partial self-admin.	Partial self-admin.	Palestine (West Bank and Gaza)		3	2	5	8	4119083	11950.77	-99	2007	-99	6. Developing region	4. Lower middle income	-99		PS	PSE	275	275	GZ	WBG	-99	PSE	PSX	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	9	9	4	-99	-99	#e59ef6	#6d47ea	#135cc5	#27d6cf	#e1636c	#d65d7f	#4f5a1f	#824b34	#2192dc	#bd83ff
3	Admin-0 country	4	France	FR1	1	2	Dependency	French Polynesia	PYF	0	French Polynesia	PYF	0	French Polynesia	PYF	0	Fr. Polynesia	French Polynesia	PYF	Fr. Polynesia		Fr. Poly.	PF	French Polynesia		Fr.		French Polynesia		7	5	9	11	287032	4718.0	-99	2007	-99	6. Developing region	2. High income: nonOECD	-99		PF	PYF	258	258	PF	PYF	-99	PYF	PYF	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	13	16	9	2	-99	#45945e	#f696f6	#261aa0	#9514aa	#e43df0	#fb92cc	#95c97f	#48003e	#7eb8b7	#d48db7
1	Admin-0 country	5	Qatar	QAT	0	2	Sovereign country	Qatar	QAT	0	Qatar	QAT	0	Qatar	QAT	0	Qatar	Qatar	QAT	Qatar		Qatar	QA	State of Qatar				Qatar		3	6	2	4	833285	91330.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		QA	QAT	634	634	QA	QAT	-99	QAT	QAT	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	5	-99	1	#49b91d	#1c5620	#2b85ad	#5049e7	#a11481	#deaf21	#7b4b8a	#3a204	#237f	#cc18ad
1	Admin-0 country	3	Romania	ROU	0	2	Sovereign country	Romania	ROU	0	Romania	ROU	0	Romania	ROU	0	Romania	Romania	ROU	Romania		Rom.	RO	Romania				Romania		1	4	3	13	22215421	271400.0	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		RO	ROU	642	642	RO	ROM	-99	ROU	ROU	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	#33ed31	#737c7c	#872800	#c3392e	#a33b2a	#73e480	#3d74c9	#94ca2d	#b4e3bf	#95493
1	Admin-0 country	2	Russia	RUS	0	2	Sovereign country	Russia	RUS	0	Russia	RUS	0	Russia	RUS	0	Russia	Russian Federation	RUS	Russia		Rus.	RUS	Russian Federation				Russian Federation		2	5	7	7	140041247	2266000.0	-99	2010	-99	3. Emerging region: BRIC	3. Upper middle income	-99		RU	RUS	643	643	RU	RUS	-99	RUS	RUS	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	6	18	4	-99	1	#265772	#1fcf35	#4ba72	#2a7acc	#b3c359	#d9b82a	#b4bca6	#90f3c8	#6f4bbc	#4c7163
1	Admin-0 country	3	Rwanda	RWA	0	2	Sovereign country	Rwanda	RWA	0	Rwanda	RWA	0	Rwanda	RWA	0	Rwanda	Rwanda	RWA	Rwanda		Rwa.	RW	Republic of Rwanda				Rwanda		5	2	3	10	10473282	9706.0	-99	2002	-99	7. Least developed region	5. Low income	-99		RW	RWA	646	646	RW	RWA	-99	RWA	RWA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	#26bf51	#dd801b	#11e13b	#717962	#88a5f0	#46fa61	#af9bb5	#f3640a	#5590aa	#70f711
1	Admin-0 country	2	Saudi Arabia	SAU	0	2	Sovereign country	Saudi Arabia	SAU	0	Saudi Arabia	SAU	0	Saudi Arabia	SAU	0	Saudi Arabia	Saudi Arabia	SAU	Saudi Arabia		Saud.	SA	Kingdom of Saudi Arabia				Saudi Arabia		6	1	6	7	28686633	576500.0	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		SA	SAU	682	682	SA	SAU	-99	SAU	SAU	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	12	12	5	-99	1	#6df3c4	#59233	#b181e6	#b39a6e	#6e03e8	#dcf064	#efa4f0	#872175	#530799	#d438f0
1	Admin-0 country	3	Sudan	SDN	0	2	Sovereign country	Sudan	SDN	0	Sudan	SDN	0	Sudan	SDN	0	Sudan	Sudan	SDN	Sudan		Sudan	SD	Republic of the Sudan				Sudan		2	6	4	1	25946220	88080.0	-99	2008	-99	6. Developing region	4. Lower middle income	-99		SD	SDN	729	729	SD	SDN	-99	SDN	SDN	-99	-99	Africa	Africa	Northern Africa	Sub-Saharan Africa	5	5	5	-99	1	#fe0bcd	#23db5c	#19abe1	#552aec	#ef1569	#c37ec0	#d2cb69	#69796d	#506155	#c3bba5
1	Admin-0 country	3	Senegal	SEN	0	2	Sovereign country	Senegal	SEN	0	Senegal	SEN	0	Senegal	SEN	0	Senegal	Senegal	SEN	Senegal		Sen.	SN	Republic of Senegal				Senegal		2	6	5	5	13711597	21980.0	-99	2002	-99	7. Least developed region	4. Lower middle income	-99		SN	SEN	686	686	SN	SEN	-99	SEN	SEN	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	4	-99	1	#4aabd5	#98ff68	#7e5538	#49d3f0	#ec071d	#b968bb	#9c602a	#85707e	#501d32	#f4f09f
3	Admin-0 country	6	Singapore	SGP	0	2	Sovereign country	Singapore	SGP	0	Singapore	SGP	0	Singapore	SGP	0	Singapore	Singapore	SGP	Singapore		Sing.	SG	Republic of Singapore				Singapore		5	3	7	3	4657542	237300.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		SG	SGP	702	702	SG	SGP	-99	SGP	SGP	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	9	9	5	3	1	#3f35e5	#48b1fb	#23457d	#8a6eac	#4e1b9b	#5f5b72	#9e017b	#874ed0	#9528b5	#63f6ea
3	Admin-0 country	4	United Kingdom	GB1	1	2	Dependency	South Georgia and South Sandwich Islands	SGS	0	South Georgia and South Sandwich Islands	SGS	0	South Georgia and South Sandwich Islands	SGS	0	S. Geo. and S. Sandw. Is.	South Georgia and South Sandwich Islands	SGS	S. Geo. and S. Sandw. Is.		S.G. S.S. Is.	GS	South Georgia and South Sandwich Islands		U.K.		South Georgia and the Islands		6	6	6	3	30	0.3	-99	-99	-99	7. Least developed region	5. Low income	-99		GS	SGS	239	-99	-99	-99	-99	SGS	SGS	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Antarctica	25	40	13	3	-99	#a592bf	#25d134	#20c698	#33306d	#e11abb	#6fc15f	#47ad5d	#a2f893	#b93782	#2a3b08
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Saint Helena	SHN	0	Saint Helena	SHN	0	Saint Helena	SHN	0	Saint Helena	Saint Helena	SHN	Saint Helena		St.H.	SH			U.K.		St. Helena		6	6	6	3	7637	18.0	-99	-99	-99	6. Developing region	4. Lower middle income	-99		SH	SHN	654	654	-99	-99	-99	SHN	SHN	-99	-99	Seven seas (open ocean)	Africa	Western Africa	Sub-Saharan Africa	12	12	5	-99	-99	#e3a99c	#d7b9f2	#fce4d9	#aa2b8e	#c4c13d	#93ac31	#7f3452	#45816e	#505bcf	#81a77d
1	Admin-0 country	3	Solomon Islands	SLB	0	2	Sovereign country	Solomon Islands	SLB	0	Solomon Islands	SLB	0	Solomon Islands	SLB	0	Solomon Is.	Solomon Islands	SLB	Solomon Is.		S. Is.	SB					Solomon Islands		1	4	1	6	595613	1078.0	-99	2009	-99	7. Least developed region	4. Lower middle income	-99		SB	SLB	90	90	SB	SLB	-99	SLB	SLB	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	11	15	6	-99	1	#5386ff	#7c66d8	#b11317	#3532d1	#b7df9f	#25f372	#c0f632	#f24fb1	#9d61d5	#4393c1
1	Admin-0 country	4	Sierra Leone	SLE	0	2	Sovereign country	Sierra Leone	SLE	0	Sierra Leone	SLE	0	Sierra Leone	SLE	0	Sierra Leone	Sierra Leone	SLE	Sierra Leone		S.L.	SL	Republic of Sierra Leone				Sierra Leone		1	4	1	7	6440053	4285.0	-99	2004	-99	7. Least developed region	5. Low income	-99		SL	SLE	694	694	SL	SLE	-99	SLE	SLE	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	12	12	4	-99	1	#deeb2a	#34ac6b	#ee0e27	#966955	#b149e9	#3d6980	#fc8fc9	#e99833	#62f64e	#13ad9d
1	Admin-0 country	6	El Salvador	SLV	0	2	Sovereign country	El Salvador	SLV	0	El Salvador	SLV	0	El Salvador	SLV	0	El Salvador	El Salvador	SLV	El Salvador		El. S.	SV	Republic of El Salvador				El Salvador		1	4	6	8	7185218	43630.0	-99	2007	-99	6. Developing region	4. Lower middle income	-99		SV	SLV	222	222	SV	SLV	-99	SLV	SLV	-99	-99	North America	Americas	Central America	Latin America & Caribbean	11	11	6	-99	1	#251b22	#3bc492	#d82c02	#9cae5f	#58bf3b	#9d66a2	#6d0d10	#eb02b2	#2a03a4	#1ba8ae
3	Admin-0 country	6	San Marino	SMR	0	2	Sovereign country	San Marino	SMR	0	San Marino	SMR	0	San Marino	SMR	0	San Marino	San Marino	SMR	San Marino		S.M.	RSM	Republic of San Marino				San Marino		2	3	1	6	30324	1662.0	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		SM	SMR	674	674	SM	SMR	-99	SMR	SMR	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	10	10	4	5	1	#7030c5	#d38010	#d60a9a	#f3dd1a	#784008	#fbac6c	#38b1c6	#2fd45b	#7ac220	#a4f25a
1	Admin-0 country	6	Somalia	SOM	0	2	Sovereign country	Somalia	SOM	0	Somalia	SOM	0	Somalia	SOM	0	Somalia	Somalia	SOM	Somalia		Som.	SO	Federal Republic of Somalia				Somalia		2	8	6	7	9832017	5524.0	-99	1987	-99	7. Least developed region	5. Low income	-99		SO	SOM	706	706	SO	SOM	-99	SOM	SOM	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	7	7	4	-99	1	#88fe5a	#45040d	#316d88	#3225b1	#4ac5f5	#40bdce	#da9c8a	#add961	#a53074	#83eba8
3	Admin-0 country	4	France	FR1	1	2	Dependency	Saint Pierre and Miquelon	SPM	0	Saint Pierre and Miquelon	SPM	0	Saint Pierre and Miquelon	SPM	0	St. Pierre and Miquelon	Saint Pierre and Miquelon	SPM	St. Pierre and Miquelon		St. P.M.	PM	Saint Pierre and Miquelon		Fr.		St. Pierre and Miquelon		7	5	9	11	7051	48.3	-99	-99	-99	2. Developed region: nonG7	3. Upper middle income	-99		PM	SPM	666	666	-99	-99	-99	SPM	SPM	-99	-99	North America	Americas	Northern America	North America	23	25	8	3	-99	#18d028	#144d35	#b231f2	#5fa2e1	#a3516d	#820265	#bfa2b9	#737b3	#a01876	#8741c9
1	Admin-0 country	5	Republic of Serbia	SRB	0	2	Sovereign country	Republic of Serbia	SRB	0	Republic of Serbia	SRB	0	Republic of Serbia	SRB	0	Serbia	Serbia	SRB	Serbia		Serb.	RS	Republic of Serbia				Serbia		3	3	2	10	7379339	80340.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		RS	SRB	688	688	YF	SRB	-99	SRB	SRB	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	6	6	5	-99	1	#fc28f9	#69c89a	#25646c	#827467	#4a82c6	#762457	#b25476	#bdb0dc	#3f7573	#5cca2f
1	Admin-0 country	3	South Sudan	SDS	0	2	Sovereign country	South Sudan	SDS	0	South Sudan	SDS	0	South Sudan	SDS	0	S. Sudan	South Sudan	SDS	S. Sudan		S. Sud.	SS	Republic of South Sudan				South Sudan		1	3	3	5	10625176	13227.0	-99	2008	-99	7. Least developed region	5. Low income	-99		SS	SSD	728	728	SS	SSD	-99	SSD	SDS	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	11	7	-99	1	#824a3c	#13b9ea	#a51e1d	#cd7ef9	#7bab17	#6eb56e	#6a1c32	#a915b3	#3f69cd	#1bf727
1	Admin-0 country	6	Sao Tome and Principe	STP	0	2	Sovereign country	Sao Tome and Principe	STP	0	Sao Tome and Principe	STP	0	Sao Tome and Principe	STP	0	São Tomé and Principe	São Tomé and Principe	STP	Sao Tome and Principe		S.T.P.	ST	Democratic Republic of São Tomé and Principe				São Tomé and Principe		1	6	1	7	212679	276.5	-99	2001	-99	7. Least developed region	4. Lower middle income	-99		ST	STP	678	678	ST	STP	-99	STP	STP	-99	-99	Africa	Africa	Middle Africa	Sub-Saharan Africa	21	21	6	3	1	#211712	#3bc949	#ad6e06	#89de33	#860f7d	#6d81dd	#2c0402	#4ebc90	#d0ca93	#a14a0f
1	Admin-0 country	4	Suriname	SUR	0	2	Sovereign country	Suriname	SUR	0	Suriname	SUR	0	Suriname	SUR	0	Suriname	Suriname	SUR	Suriname		Sur.	SR	Republic of Suriname				Suriname		1	4	7	6	481267	4254.0	-99	2004	-99	6. Developing region	3. Upper middle income	-99		SR	SUR	740	740	SR	SUR	-99	SUR	SUR	-99	-99	South America	Americas	South America	Latin America & Caribbean	8	8	4	-99	1	#6c0029	#efa5aa	#82e03	#53b413	#eed0ab	#6a504c	#fce3f4	#6761c7	#986986	#8b1112
1	Admin-0 country	6	Slovakia	SVK	0	2	Sovereign country	Slovakia	SVK	0	Slovakia	SVK	0	Slovakia	SVK	0	Slovakia	Slovakia	SVK	Slovakia		Svk.	SK	Slovak Republic				Slovak Republic		2	4	4	9	5463046	119500.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		SK	SVK	703	703	SK	SVK	-99	SVK	SVK	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	8	8	4	-99	1	#1fc838	#e83d0c	#246047	#8c005f	#efec67	#f0d283	#a491d1	#1b4fad	#56a72	#d18d82
1	Admin-0 country	6	Slovenia	SVN	0	2	Sovereign country	Slovenia	SVN	0	Slovenia	SVN	0	Slovenia	SVN	0	Slovenia	Slovenia	SVN	Slovenia		Slo.	SLO	Republic of Slovenia				Slovenia		2	3	2	12	2005692	59340.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		SI	SVN	705	705	SI	SVN	-99	SVN	SVN	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	8	8	4	-99	1	#e73a31	#90bbf7	#82845f	#802ba6	#f42394	#820821	#63d1b1	#9d68de	#5abb5	#6307d9
1	Admin-0 country	3	Sweden	SWE	0	2	Sovereign country	Sweden	SWE	0	Sweden	SWE	0	Sweden	SWE	0	Sweden	Sweden	SWE	Sweden		Swe.	S	Kingdom of Sweden				Sweden		1	4	2	4	9059651	344300.0	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		SE	SWE	752	752	SE	SWE	-99	SWE	SWE	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	#9a733d	#8805b4	#769821	#f638f4	#6fd7e9	#62ed07	#2d599b	#65ce2a	#26cbff	#df330f
1	Admin-0 country	4	Swaziland	SWZ	0	2	Sovereign country	Swaziland	SWZ	0	Swaziland	SWZ	0	Swaziland	SWZ	0	Swaziland	Swaziland	SWZ	Swaziland		Swz.	SW	Kingdom of Swaziland				Swaziland		3	6	2	5	1123913	5702.0	-99	2007	-99	6. Developing region	4. Lower middle income	-99		SZ	SWZ	748	748	SZ	SWZ	-99	SWZ	SWZ	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	9	9	4	-99	1	#a681e	#989802	#172a9	#ce76b1	#568a5d	#e84a6c	#bebe23	#cd8da8	#3c9af7	#720c69
3	Admin-0 country	6	Netherlands	NL1	1	2	Country	Sint Maarten	SXM	0	Sint Maarten	SXM	0	Sint Maarten	SXM	0	Sint Maarten	Sint Maarten	SXM	Sint Maarten		St. M.	SX	Sint Maarten (Dutch part)		Neth.		St. Maarten (Dutch part)		4	2	2	9	37429	400.0	-99	-99	-99	6. Developing region	2. High income: nonOECD	-99		SX	SXM	534	534	SX	SXM	-99	SXM	SXM	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	12	12	6	4	-99	#98332c	#d524c4	#8e35f1	#df75a	#fb489d	#5d7fef	#4e2681	#b3ee2f	#e2f164	#31ec95
1	Admin-0 country	6	Seychelles	SYC	0	2	Sovereign country	Seychelles	SYC	0	Seychelles	SYC	0	Seychelles	SYC	0	Seychelles	Seychelles	SYC	Seychelles		Syc.	SC	Republic of Seychelles				Seychelles		5	8	3	1	87476	1715.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		SC	SYC	690	690	SC	SYC	-99	SYC	SYC	-99	-99	Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	2	1	#aba906	#c3fef6	#eb1089	#874002	#b9e201	#408e1e	#701b24	#1074d8	#d07e71	#fa7d11
1	Admin-0 country	3	Syria	SYR	0	2	Sovereign country	Syria	SYR	0	Syria	SYR	0	Syria	SYR	0	Syria	Syria	SYR	Syria		Syria	SYR	Syrian Arab Republic				Syrian Arab Republic		2	6	2	6	20178485	98830.0	-99	2004	-99	6. Developing region	4. Lower middle income	-99		SY	SYR	760	760	SY	SYR	-99	SYR	SYR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	5	-99	1	#d65b7f	#feb3be	#c93937	#72a053	#36de3e	#86969c	#ef1594	#61327d	#bb82d7	#682223
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Turks and Caicos Islands	TCA	0	Turks and Caicos Islands	TCA	0	Turks and Caicos Islands	TCA	0	Turks and Caicos Is.	Turks and Caicos Islands	TCA	Turks and Caicos Is.		T.C. Is.	TC	Turks and Caicos Islands		U.K.		Turks and Caicos Islands		6	6	6	3	22942	216.0	-99	2001	-99	6. Developing region	2. High income: nonOECD	-99		TC	TCA	796	796	TC	TCA	-99	TCA	TCA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	20	24	8	-99	-99	#c5f910	#fb447a	#e3bb6	#8e68d0	#cdf958	#a0e056	#1acce2	#8fee96	#402bad	#a6093f
1	Admin-0 country	3	Chad	TCD	0	2	Sovereign country	Chad	TCD	0	Chad	TCD	0	Chad	TCD	0	Chad	Chad	TCD	Chad		Chad	TD	Republic of Chad				Chad		6	1	8	6	10329208	15860.0	-99	2009	-99	7. Least developed region	5. Low income	-99		TD	TCD	148	148	TD	TCD	-99	TCD	TCD	-99	-99	Africa	Africa	Middle Africa	Sub-Saharan Africa	4	4	4	-99	1	#4a73a9	#9b3e4	#a64e77	#a2fa92	#f71042	#3179fe	#1b0382	#50028c	#55552a	#b3669c
1	Admin-0 country	6	Togo	TGO	0	2	Sovereign country	Togo	TGO	0	Togo	TGO	0	Togo	TGO	0	Togo	Togo	TGO	Togo		Togo	TG	Togolese Republic	République Togolaise			Togo		3	1	3	5	6019877	5118.0	-99	2010	-99	7. Least developed region	5. Low income	-99		TG	TGO	768	768	TG	TGO	-99	TGO	TGO	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	4	4	4	-99	1	#d7bf4c	#167920	#f4eb0	#94e80b	#26253d	#71632d	#6f07b5	#5db8a1	#c843ae	#cfa83
1	Admin-0 country	3	Thailand	THA	0	2	Sovereign country	Thailand	THA	0	Thailand	THA	0	Thailand	THA	0	Thailand	Thailand	THA	Thailand		Thai.	TH	Kingdom of Thailand				Thailand		3	6	8	1	65905410	547400.0	-99	2010	-99	5. Emerging region: G20	3. Upper middle income	-99		TH	THA	764	764	TH	THA	-99	THA	THA	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	5	-99	1	#d8dce2	#340ab0	#5c1bcc	#353967	#e6d695	#378a4c	#64a58f	#3b9b0d	#cfa1b6	#3e2ba7
1	Admin-0 country	4	Tajikistan	TJK	0	2	Sovereign country	Tajikistan	TJK	0	Tajikistan	TJK	0	Tajikistan	TJK	0	Tajikistan	Tajikistan	TJK	Tajikistan		Tjk.	TJ	Republic of Tajikistan				Tajikistan		3	6	2	5	7349145	13160.0	-99	2010	-99	6. Developing region	5. Low income	-99		TJ	TJK	762	762	TJ	TJK	-99	TJK	TJK	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	#3cc3b2	#1e2d8c	#2b8c28	#84357	#f7d7a5	#834e1c	#2a794	#db4aa6	#bca3b7	#a5969c
1	Admin-0 country	4	Turkmenistan	TKM	0	2	Sovereign country	Turkmenistan	TKM	0	Turkmenistan	TKM	0	Turkmenistan	TKM	0	Turkmenistan	Turkmenistan	TKM	Turkmenistan		Turkm.	TM	Turkmenistan				Turkmenistan		3	2	1	9	4884887	29780.0	-99	1995	-99	6. Developing region	3. Upper middle income	-99		TM	TKM	795	795	TM	TKM	-99	TKM	TKM	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	12	12	6	-99	1	#eb44d9	#8f8e94	#bdb65b	#4f9dc	#804c6	#6f6bd	#24b9db	#cfb745	#f50976	#a38bee
1	Admin-0 country	5	East Timor	TLS	0	2	Sovereign country	East Timor	TLS	0	East Timor	TLS	0	East Timor	TLS	0	Timor-Leste	Timor-Leste	TLS	Timor-Leste		T.L.	TL	Democratic Republic of Timor-Leste				Timor-Leste	East Timor	2	2	4	3	1131612	2520.0	-99	2010	-99	7. Least developed region	4. Lower middle income	-99		TL	TLS	626	626	TP	TMP	-99	TLS	TLS	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	11	11	4	-99	1	#deac4d	#b4f64c	#316a18	#ca6d76	#8a7340	#70003c	#2f25eb	#26e602	#b7e820	#c07503
3	Admin-0 country	4	Tonga	TON	0	2	Sovereign country	Tonga	TON	0	Tonga	TON	0	Tonga	TON	0	Tonga	Tonga	TON	Tonga		Tongo	TO	Kingdom of Tonga				Tonga		2	1	1	8	120898	549.0	-99	2006	-99	6. Developing region	4. Lower middle income	-99		TO	TON	776	776	TO	TON	-99	TON	TON	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	5	5	5	3	1	#5f5987	#4a74b	#a9e2ad	#43df44	#874caa	#38db2b	#bed1a5	#d0f7d0	#28ad36	#cd375f
1	Admin-0 country	5	Trinidad and Tobago	TTO	0	2	Sovereign country	Trinidad and Tobago	TTO	0	Trinidad and Tobago	TTO	0	Trinidad and Tobago	TTO	0	Trinidad and Tobago	Trinidad and Tobago	TTO	Trinidad and Tobago		Tr.T.	TT	Republic of Trinidad and Tobago				Trinidad and Tobago		5	6	2	5	1310000	29010.0	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		TT	TTO	780	780	TT	TTO	-99	TTO	TTO	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	19	19	5	2	1	#a73102	#e8a048	#c5744c	#a43d17	#5a2c01	#402ade	#219283	#61334f	#85a09e	#3912d
1	Admin-0 country	3	Tunisia	TUN	0	2	Sovereign country	Tunisia	TUN	0	Tunisia	TUN	0	Tunisia	TUN	0	Tunisia	Tunisia	TUN	Tunisia		Tun.	TN	Republic of Tunisia				Tunisia		4	3	3	2	10486339	81710.0	-99	2004	-99	6. Developing region	3. Upper middle income	-99		TN	TUN	788	788	TN	TUN	-99	TUN	TUN	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	7	7	4	-99	1	#c9faa6	#e8bfc8	#a243ea	#58586a	#b2ca25	#74b53e	#8a3113	#8fd2ec	#90d3c6	#860c80
1	Admin-0 country	2	Turkey	TUR	0	2	Sovereign country	Turkey	TUR	0	Turkey	TUR	0	Turkey	TUR	0	Turkey	Turkey	TUR	Turkey		Tur.	TR	Republic of Turkey				Turkey		6	3	8	4	76805524	902700.0	-99	2000	-99	4. Emerging region: MIKT	3. Upper middle income	-99		TR	TUR	792	792	TR	TUR	-99	TUR	TUR	-99	-99	Asia	Asia	Western Asia	Europe & Central Asia	6	6	4	-99	1	#ec2cd0	#a6d273	#5908fa	#d08e9c	#236853	#4f8ca5	#da0e8f	#4e8ff	#539250	#4fe598
1	Admin-0 country	3	Taiwan	TWN	0	2	Sovereign country	Taiwan	TWN	0	Taiwan	TWN	0	Taiwan	TWN	1	Taiwan	Taiwan	B77	Taiwan		Taiwan	TW				Self admin.; Claimed by China	Taiwan		1	5	7	2	22974347	712000.0	-99	-99	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		TW	TWN	158	-99	-99	-99	-99	TWN	TWN	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	6	6	6	-99	1	#c71f3e	#8f4ade	#d5a3da	#a110fa	#fb4423	#bedc74	#8ad4e2	#285f98	#8e455a	#41deb8
1	Admin-0 country	3	United Republic of Tanzania	TZA	0	2	Sovereign country	United Republic of Tanzania	TZA	0	Tanzania	TZA	0	Tanzania	TZA	0	Tanzania	Tanzania	TZA	Tanzania		Tanz.	TZ	United Republic of Tanzania				Tanzania		3	6	2	2	41048532	54250.0	-99	2002	-99	7. Least developed region	5. Low income	-99		TZ	TZA	834	834	TZ	TZA	-99	TZA	TZA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	8	5	-99	1	#3ff4d4	#5d71bb	#d4a645	#8a9c72	#35195	#51a07a	#9e61eb	#545686	#ecc3fd	#90c1b4
1	Admin-0 country	3	Uganda	UGA	0	2	Sovereign country	Uganda	UGA	0	Uganda	UGA	0	Uganda	UGA	0	Uganda	Uganda	UGA	Uganda		Uga.	UG	Republic of Uganda				Uganda		6	3	6	4	32369558	39380.0	-99	2002	-99	7. Least developed region	5. Low income	-99		UG	UGA	800	800	UG	UGA	-99	UGA	UGA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	#117989	#3c6f86	#d17f66	#727611	#f09e05	#a8aac8	#98590c	#ff8d17	#547d4a	#708124
1	Admin-0 country	3	Ukraine	UKR	0	2	Sovereign country	Ukraine	UKR	0	Ukraine	UKR	0	Ukraine	UKR	0	Ukraine	Ukraine	UKR	Ukraine		Ukr.	UA	Ukraine				Ukraine		5	1	6	3	45700395	339800.0	-99	2001	-99	6. Developing region	4. Lower middle income	-99		UA	UKR	804	804	UA	UKR	-99	UKR	UKR	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	#fc8aff	#ace7aa	#300548	#2b1d93	#f311da	#2cd764	#b6a8ff	#ce0dca	#835d52	#7c4f0f
